temperature-maximale,temperature-minimale,vitesse-du-vent,temperature-du-vent,precipitations,humidite,visibilite,couverture-nuageuse,indice-de-chaleur,point-de-rosee,pression,heure-du-lever-du-soleil,heure-du-coucher-du-soleil,duree-du-jour,Date
30°,26°,12km/h,26°,7mm,85%,9.375km,56%,34,23°C,1012hPa,06:24:00,18:14:00,11:50:0,2022/01/07
33°,26°,13km/h,26°,6mm,85%,9.375km,58%,40,26°C,1012hPa,06:25:00,18:15:00,11:50:0,2022/01/08
34°,26°,9km/h,26°,6mm,86%,9.625km,53%,40,24°C,1012hPa,06:25:00,18:15:00,11:50:0,2022/01/09
34°,26°,10km/h,26°,1mm,87%,10km,47%,41,24°C,1011hPa,06:25:00,18:16:00,11:51:0,2022/01/10
31°,25°,17km/h,25°,3mm,89%,9.625km,55%,35,24°C,1012hPa,06:26:00,18:16:00,11:50:0,2022/01/11
32°,25°,16km/h,25°,1mm,89%,10km,54%,39,25°C,1013hPa,06:26:00,18:17:00,11:51:0,2022/01/12
31°,26°,17km/h,26°,4mm,88%,9.5km,57%,36,24°C,1014hPa,06:26:00,18:17:00,11:51:0,2022/01/13
31°,25°,14km/h,25°,4mm,88%,9.75km,53%,35,24°C,1014hPa,06:27:00,18:18:00,11:51:0,2022/01/14
32°,25°,15km/h,25°,3mm,90%,9.5km,49%,37,24°C,1014hPa,06:27:00,18:18:00,11:51:0,2022/01/15
34°,25°,18km/h,25°,1mm,90%,9.875km,53%,42,24°C,1015hPa,06:27:00,18:18:00,11:51:0,2022/01/16
34°,25°,18km/h,25°,1mm,89%,10km,34%,40,24°C,1015hPa,06:27:00,18:19:00,11:52:0,2022/01/17
32°,25°,19km/h,25°,2mm,87%,9.75km,52%,36,23°C,1015hPa,06:28:00,18:19:00,11:51:0,2022/01/18
34°,24°,15km/h,24°,1mm,86%,9.875km,38%,39,23°C,1015hPa,06:28:00,18:20:00,11:52:0,2022/01/19
33°,24°,17km/h,24°,1mm,88%,9.875km,26%,35,23°C,1014hPa,06:28:00,18:20:00,11:52:0,2022/01/20
32°,25°,20km/h,25°,2mm,85%,9.625km,47%,36,23°C,1013hPa,06:28:00,18:20:00,11:52:0,2022/01/21
32°,25°,20km/h,25°,0mm,81%,10km,16%,35,23°C,1013hPa,06:29:00,18:21:00,11:52:0,2022/01/22
33°,25°,20km/h,25°,,81%,10km,25%,39,23°C,1013hPa,06:29:00,18:21:00,11:52:0,2022/01/23
34°,25°,20km/h,25°,,86%,10km,23%,41,23°C,1013hPa,06:29:00,18:21:00,11:52:0,2022/01/24
35°,24°,19km/h,24°,0mm,89%,10km,10%,41,23°C,1012hPa,06:29:00,18:22:00,11:53:0,2022/01/25
33°,24°,21km/h,24°,1mm,87%,10km,32%,39,24°C,1012hPa,06:29:00,18:22:00,11:53:0,2022/01/26
33°,24°,21km/h,24°,0mm,85%,10km,12%,39,23°C,1012hPa,06:29:00,18:22:00,11:53:0,2022/01/27
34°,24°,19km/h,24°,,83%,10km,15%,39,23°C,1012hPa,06:29:00,18:23:00,11:54:0,2022/01/28
35°,24°,18km/h,24°,0mm,84%,10km,13%,41,23°C,1012hPa,06:29:00,18:23:00,11:54:0,2022/01/29
34°,25°,19km/h,25°,1mm,88%,10km,49%,41,24°C,1013hPa,06:29:00,18:23:00,11:54:0,2022/01/30
34°,25°,21km/h,25°,0mm,87%,10km,23%,40,24°C,1012hPa,06:30:00,18:23:00,11:53:0,2022/01/31
32°,26°,14km/h,26°,3mm,81%,9.75km,52%,38,24°C,1013hPa,06:25:00,18:14:00,11:49:0,2022/01/01
29°,26°,16km/h,26°,3mm,81%,9.625km,52%,33,24°C,1012hPa,06:26:00,18:15:00,11:49:0,2022/01/02
32°,26°,19km/h,26°,1mm,81%,9.75km,57%,38,25°C,1012hPa,06:26:00,18:15:00,11:49:0,2022/01/03
32°,27°,18km/h,27°,2mm,80%,9.75km,61%,38,26°C,1012hPa,06:26:00,18:16:00,11:50:0,2022/01/04
29°,27°,19km/h,27°,2mm,77%,9.625km,57%,34,24°C,1012hPa,06:27:00,18:16:00,11:49:0,2022/01/05
29°,26°,17km/h,26°,4mm,81%,9.75km,59%,33,23°C,1012hPa,06:27:00,18:16:00,11:49:0,2022/01/06
29°,27°,15km/h,27°,6mm,81%,9.5km,63%,33,24°C,1012hPa,06:28:00,18:17:00,11:49:0,2022/01/07
32°,27°,14km/h,27°,4mm,78%,9.625km,48%,39,25°C,1012hPa,06:28:00,18:17:00,11:49:0,2022/01/08
32°,28°,15km/h,28°,5mm,80%,9.75km,56%,38,25°C,1012hPa,06:28:00,18:18:00,11:50:0,2022/01/09
30°,27°,21km/h,27°,2mm,82%,9.875km,56%,34,25°C,1011hPa,06:29:00,18:18:00,11:49:0,2022/01/10
31°,26°,22km/h,26°,3mm,81%,9.75km,52%,38,26°C,1012hPa,06:29:00,18:19:00,11:50:0,2022/01/11
32°,27°,19km/h,27°,1mm,82%,9.875km,52%,39,25°C,1013hPa,06:29:00,18:19:00,11:50:0,2022/01/12
29°,27°,17km/h,27°,3mm,83%,9.75km,53%,34,25°C,1014hPa,06:30:00,18:20:00,11:50:0,2022/01/13
31°,26°,15km/h,26°,2mm,83%,9.875km,49%,37,25°C,1014hPa,06:30:00,18:20:00,11:50:0,2022/01/14
31°,26°,20km/h,26°,1mm,84%,9.5km,40%,38,25°C,1014hPa,06:30:00,18:21:00,11:51:0,2022/01/15
29°,26°,21km/h,26°,1mm,83%,10km,35%,34,24°C,1014hPa,06:31:00,18:21:00,11:50:0,2022/01/16
31°,26°,19km/h,26°,1mm,81%,9.875km,35%,37,25°C,1015hPa,06:31:00,18:21:00,11:50:0,2022/01/17
29°,26°,20km/h,26°,1mm,81%,9.75km,35%,33,24°C,1015hPa,06:31:00,18:22:00,11:51:0,2022/01/18
32°,26°,23km/h,26°,1mm,80%,10km,31%,38,24°C,1015hPa,06:31:00,18:22:00,11:51:0,2022/01/19
32°,25°,22km/h,25°,1mm,83%,9.875km,33%,38,24°C,1014hPa,06:31:00,18:23:00,11:52:0,2022/01/20
31°,26°,22km/h,26°,1mm,79%,10km,46%,37,24°C,1013hPa,06:32:00,18:23:00,11:51:0,2022/01/21
31°,26°,21km/h,26°,1mm,74%,10km,30%,37,24°C,1013hPa,06:32:00,18:23:00,11:51:0,2022/01/22
29°,26°,23km/h,26°,1mm,75%,10km,31%,33,23°C,1013hPa,06:32:00,18:24:00,11:52:0,2022/01/23
32°,26°,22km/h,26°,1mm,79%,10km,39%,38,24°C,1013hPa,06:32:00,18:24:00,11:52:0,2022/01/24
32°,26°,24km/h,26°,0mm,79%,10km,6%,38,25°C,1012hPa,06:32:00,18:24:00,11:52:0,2022/01/25
31°,26°,22km/h,26°,1mm,80%,10km,31%,36,24°C,1012hPa,06:32:00,18:25:00,11:53:0,2022/01/26
31°,26°,21km/h,26°,0mm,78%,10km,20%,37,24°C,1012hPa,06:33:00,18:25:00,11:52:0,2022/01/27
31°,26°,20km/h,26°,,77%,10km,17%,36,24°C,1012hPa,06:33:00,18:25:00,11:52:0,2022/01/28
31°,26°,23km/h,26°,0mm,77%,10km,15%,37,25°C,1012hPa,06:33:00,18:26:00,11:53:0,2022/01/29
31°,26°,23km/h,26°,1mm,79%,9.875km,33%,38,25°C,1013hPa,06:33:00,18:26:00,11:53:0,2022/01/30
31°,26°,23km/h,26°,0mm,79%,10km,20%,38,25°C,1012hPa,06:33:00,18:26:00,11:53:0,2022/01/31
32°,26°,14km/h,26°,3mm,81%,9.75km,52%,38,24°C,1013hPa,06:24:00,18:14:00,11:50:0,2022/01/01
29°,26°,16km/h,26°,3mm,81%,9.625km,52%,33,24°C,1012hPa,06:25:00,18:14:00,11:49:0,2022/01/02
32°,26°,19km/h,26°,1mm,81%,9.75km,57%,38,25°C,1012hPa,06:25:00,18:15:00,11:50:0,2022/01/03
32°,27°,18km/h,27°,2mm,80%,9.75km,61%,38,26°C,1012hPa,06:26:00,18:15:00,11:49:0,2022/01/04
29°,27°,19km/h,27°,2mm,77%,9.625km,57%,34,24°C,1012hPa,06:26:00,18:16:00,11:50:0,2022/01/05
29°,26°,17km/h,26°,4mm,81%,9.75km,59%,33,23°C,1012hPa,06:26:00,18:16:00,11:50:0,2022/01/06
29°,27°,15km/h,27°,6mm,81%,9.5km,63%,33,24°C,1012hPa,06:27:00,18:17:00,11:50:0,2022/01/07
32°,27°,14km/h,27°,4mm,78%,9.625km,48%,39,25°C,1012hPa,06:27:00,18:17:00,11:50:0,2022/01/08
32°,28°,15km/h,28°,5mm,80%,9.75km,56%,38,25°C,1012hPa,06:27:00,18:17:00,11:50:0,2022/01/09
30°,27°,21km/h,27°,2mm,82%,9.875km,56%,34,25°C,1011hPa,06:28:00,18:18:00,11:50:0,2022/01/10
31°,26°,22km/h,26°,3mm,81%,9.75km,52%,38,26°C,1012hPa,06:28:00,18:18:00,11:50:0,2022/01/11
32°,27°,19km/h,27°,1mm,82%,9.875km,52%,39,25°C,1013hPa,06:28:00,18:19:00,11:51:0,2022/01/12
29°,27°,17km/h,27°,3mm,83%,9.75km,53%,34,25°C,1014hPa,06:29:00,18:19:00,11:50:0,2022/01/13
31°,26°,15km/h,26°,2mm,83%,9.875km,49%,37,25°C,1014hPa,06:29:00,18:20:00,11:51:0,2022/01/14
31°,26°,20km/h,26°,1mm,84%,9.5km,40%,38,25°C,1014hPa,06:29:00,18:20:00,11:51:0,2022/01/15
29°,26°,21km/h,26°,1mm,83%,10km,35%,34,24°C,1014hPa,06:30:00,18:21:00,11:51:0,2022/01/16
31°,26°,19km/h,26°,1mm,81%,9.875km,35%,37,25°C,1015hPa,06:30:00,18:21:00,11:51:0,2022/01/17
29°,26°,20km/h,26°,1mm,81%,9.75km,35%,33,24°C,1015hPa,06:30:00,18:21:00,11:51:0,2022/01/18
32°,26°,23km/h,26°,1mm,80%,10km,31%,38,24°C,1015hPa,06:30:00,18:22:00,11:52:0,2022/01/19
32°,25°,22km/h,25°,1mm,83%,9.875km,33%,38,24°C,1014hPa,06:31:00,18:22:00,11:51:0,2022/01/20
31°,26°,22km/h,26°,1mm,79%,10km,46%,37,24°C,1013hPa,06:31:00,18:23:00,11:52:0,2022/01/21
31°,26°,21km/h,26°,1mm,74%,10km,30%,37,24°C,1013hPa,06:31:00,18:23:00,11:52:0,2022/01/22
29°,26°,23km/h,26°,1mm,75%,10km,31%,33,23°C,1013hPa,06:31:00,18:23:00,11:52:0,2022/01/23
32°,26°,22km/h,26°,1mm,79%,10km,39%,38,24°C,1013hPa,06:31:00,18:24:00,11:53:0,2022/01/24
32°,26°,24km/h,26°,0mm,79%,10km,6%,38,25°C,1012hPa,06:31:00,18:24:00,11:53:0,2022/01/25
31°,26°,22km/h,26°,1mm,80%,10km,31%,36,24°C,1012hPa,06:32:00,18:24:00,11:52:0,2022/01/26
31°,26°,21km/h,26°,0mm,78%,10km,20%,37,24°C,1012hPa,06:32:00,18:25:00,11:53:0,2022/01/27
31°,26°,20km/h,26°,,77%,10km,17%,36,24°C,1012hPa,06:32:00,18:25:00,11:53:0,2022/01/28
31°,26°,23km/h,26°,0mm,77%,10km,15%,37,25°C,1012hPa,06:32:00,18:25:00,11:53:0,2022/01/29
31°,26°,23km/h,26°,1mm,79%,9.875km,33%,38,25°C,1013hPa,06:32:00,18:25:00,11:53:0,2022/01/30
31°,26°,23km/h,26°,0mm,79%,10km,20%,38,25°C,1012hPa,06:32:00,18:26:00,11:54:0,2022/01/31
37°,21°,8km/h,21°,0mm,98%,8.75km,38%,38,20°C,1014hPa,06:37:00,18:21:00,11:44:0,2022/01/01
38°,21°,4km/h,21°,1mm,98%,8.625km,44%,41,21°C,1013hPa,06:38:00,18:22:00,11:44:0,2022/01/02
34°,22°,5km/h,22°,0mm,92%,10km,49%,36,21°C,1013hPa,06:38:00,18:22:00,11:44:0,2022/01/03
34°,23°,6km/h,23°,1mm,78%,9.875km,42%,36,20°C,1012hPa,06:38:00,18:23:00,11:45:0,2022/01/04
35°,23°,5km/h,23°,1mm,86%,9.75km,53%,38,21°C,1013hPa,06:39:00,18:23:00,11:44:0,2022/01/05
36°,22°,6km/h,22°,6mm,98%,9.625km,57%,38,22°C,1012hPa,06:39:00,18:24:00,11:45:0,2022/01/06
34°,22°,6km/h,22°,5mm,98%,9.875km,68%,37,22°C,1013hPa,06:40:00,18:24:00,11:44:0,2022/01/07
35°,22°,6km/h,22°,2mm,98%,7.5km,59%,38,22°C,1013hPa,06:40:00,18:25:00,11:45:0,2022/01/08
36°,21°,6km/h,21°,2mm,98%,8.5km,68%,39,21°C,1013hPa,06:40:00,18:25:00,11:45:0,2022/01/09
38°,22°,6km/h,22°,1mm,99%,8.75km,50%,38,22°C,1012hPa,06:41:00,18:26:00,11:45:0,2022/01/10
40°,21°,6km/h,21°,1mm,91%,10km,29%,40,20°C,1012hPa,06:41:00,18:26:00,11:45:0,2022/01/11
38°,22°,8km/h,22°,0mm,95%,9km,20%,40,21°C,1014hPa,06:41:00,18:27:00,11:46:0,2022/01/12
38°,22°,10km/h,22°,,98%,8.75km,55%,38,22°C,1014hPa,06:42:00,18:27:00,11:45:0,2022/01/13
38°,22°,8km/h,22°,0mm,93%,10km,36%,42,21°C,1014hPa,06:42:00,18:28:00,11:46:0,2022/01/14
37°,21°,6km/h,21°,1mm,97%,9km,35%,40,21°C,1014hPa,06:42:00,18:28:00,11:46:0,2022/01/15
37°,21°,6km/h,21°,0mm,94%,9km,29%,38,20°C,1015hPa,06:42:00,18:28:00,11:46:0,2022/01/16
37°,22°,9km/h,22°,,93%,10km,16%,38,21°C,1016hPa,06:43:00,18:29:00,11:46:0,2022/01/17
39°,20°,6km/h,20°,,96%,9km,7%,39,20°C,1015hPa,06:43:00,18:29:00,11:46:0,2022/01/18
38°,19°,9km/h,19°,,97%,8.75km,26%,38,20°C,1016hPa,06:43:00,18:30:00,11:47:0,2022/01/19
39°,18°,8km/h,18°,,88%,10km,4%,38,16°C,1015hPa,06:43:00,18:30:00,11:47:0,2022/01/20
39°,18°,5km/h,18°,,87%,10km,8%,39,17°C,1014hPa,06:43:00,18:31:00,11:48:0,2022/01/21
37°,19°,7km/h,19°,,94%,10km,19%,38,19°C,1014hPa,06:43:00,18:31:00,11:48:0,2022/01/22
37°,20°,5km/h,20°,,98%,7.75km,39%,37,20°C,1014hPa,06:44:00,18:31:00,11:47:0,2022/01/23
38°,20°,5km/h,20°,,92%,10km,13%,40,18°C,1014hPa,06:44:00,18:32:00,11:48:0,2022/01/24
40°,20°,6km/h,20°,,88%,10km,6%,40,18°C,1013hPa,06:44:00,18:32:00,11:48:0,2022/01/25
38°,19°,8km/h,19°,,96%,9km,13%,39,20°C,1012hPa,06:44:00,18:32:00,11:48:0,2022/01/26
37°,20°,7km/h,20°,,98%,8.75km,36%,36,20°C,1013hPa,06:44:00,18:33:00,11:49:0,2022/01/27
38°,20°,6km/h,20°,,98%,8.75km,38%,37,20°C,1013hPa,06:44:00,18:33:00,11:49:0,2022/01/28
38°,21°,6km/h,21°,,93%,10km,19%,38,20°C,1013hPa,06:44:00,18:33:00,11:49:0,2022/01/29
41°,21°,9km/h,21°,,97%,9km,18%,42,20°C,1013hPa,06:44:00,18:34:00,11:50:0,2022/01/30
40°,21°,8km/h,21°,,98%,8.75km,26%,40,21°C,1013hPa,06:44:00,18:34:00,11:50:0,2022/01/31
37°,20°,8km/h,20°,0mm,84%,10km,20%,38,18°C,1014hPa,06:43:00,18:25:00,11:42:0,2022/01/01
37°,20°,8km/h,20°,1mm,80%,10km,23%,36,16°C,1013hPa,06:43:00,18:25:00,11:42:0,2022/01/02
35°,20°,8km/h,20°,0mm,66%,10km,31%,33,17°C,1013hPa,06:43:00,18:26:00,11:43:0,2022/01/03
33°,20°,8km/h,20°,1mm,87%,10km,33%,32,18°C,1012hPa,06:44:00,18:26:00,11:42:0,2022/01/04
35°,21°,7km/h,21°,1mm,85%,9.75km,43%,38,20°C,1013hPa,06:44:00,18:27:00,11:43:0,2022/01/05
35°,20°,8km/h,20°,2mm,89%,9.5km,63%,35,19°C,1013hPa,06:45:00,18:27:00,11:42:0,2022/01/06
33°,20°,4km/h,20°,8mm,99%,9.625km,66%,35,21°C,1013hPa,06:45:00,18:28:00,11:43:0,2022/01/07
35°,20°,5km/h,20°,2mm,97%,8.25km,69%,37,20°C,1013hPa,06:45:00,18:28:00,11:43:0,2022/01/08
35°,20°,6km/h,20°,3mm,97%,9.5km,67%,37,20°C,1013hPa,06:46:00,18:29:00,11:43:0,2022/01/09
38°,19°,8km/h,19°,1mm,89%,10km,32%,37,17°C,1012hPa,06:46:00,18:29:00,11:43:0,2022/01/10
38°,19°,6km/h,19°,0mm,51%,10km,12%,38,11°C,1013hPa,06:46:00,18:30:00,11:44:0,2022/01/11
39°,18°,6km/h,18°,0mm,67%,10km,16%,38,14°C,1014hPa,06:47:00,18:30:00,11:43:0,2022/01/12
36°,19°,6km/h,19°,1mm,96%,9km,35%,36,19°C,1014hPa,06:47:00,18:31:00,11:44:0,2022/01/13
37°,18°,9km/h,18°,0mm,92%,10km,15%,40,19°C,1014hPa,06:47:00,18:31:00,11:44:0,2022/01/14
37°,20°,8km/h,20°,1mm,89%,9.875km,24%,39,19°C,1015hPa,06:47:00,18:32:00,11:45:0,2022/01/15
37°,19°,8km/h,19°,1mm,90%,10km,32%,38,18°C,1015hPa,06:48:00,18:32:00,11:44:0,2022/01/16
38°,19°,9km/h,19°,0mm,85%,10km,9%,37,18°C,1015hPa,06:48:00,18:33:00,11:45:0,2022/01/17
38°,18°,9km/h,18°,,57%,10km,2%,37,10°C,1016hPa,06:48:00,18:33:00,11:45:0,2022/01/18
37°,16°,10km/h,16°,,47%,10km,11%,36,5°C,1017hPa,06:48:00,18:33:00,11:45:0,2022/01/19
37°,16°,9km/h,16°,,35%,10km,4%,36,1°C,1015hPa,06:48:00,18:34:00,11:46:0,2022/01/20
35°,17°,8km/h,17°,,33%,10km,19%,33,3°C,1015hPa,06:49:00,18:34:00,11:45:0,2022/01/21
37°,16°,8km/h,16°,,39%,10km,6%,36,9°C,1015hPa,06:49:00,18:35:00,11:46:0,2022/01/22
37°,17°,8km/h,17°,,67%,10km,6%,36,12°C,1014hPa,06:49:00,18:35:00,11:46:0,2022/01/23
38°,18°,7km/h,18°,,73%,10km,10%,37,13°C,1014hPa,06:49:00,18:35:00,11:46:0,2022/01/24
38°,17°,9km/h,17°,,63%,10km,2%,37,10°C,1014hPa,06:49:00,18:36:00,11:47:0,2022/01/25
38°,17°,10km/h,17°,,45%,10km,2%,37,7°C,1013hPa,06:49:00,18:36:00,11:47:0,2022/01/26
34°,18°,9km/h,18°,,94%,9km,27%,36,19°C,1013hPa,06:49:00,18:36:00,11:47:0,2022/01/27
36°,18°,7km/h,18°,,90%,10km,13%,35,18°C,1013hPa,06:49:00,18:37:00,11:48:0,2022/01/28
37°,19°,8km/h,19°,,90%,10km,15%,38,18°C,1013hPa,06:49:00,18:37:00,11:48:0,2022/01/29
39°,19°,10km/h,19°,,88%,10km,6%,38,17°C,1013hPa,06:49:00,18:37:00,11:48:0,2022/01/30
38°,17°,9km/h,17°,,78%,10km,1%,37,14°C,1013hPa,06:49:00,18:38:00,11:49:0,2022/01/31
31°,26°,22km/h,26°,1mm,80%,9.875km,32%,37,25°C,1013hPa,06:33:00,18:27:00,11:54:0,2022/02/01
32°,26°,21km/h,26°,0mm,75%,10km,14%,38,24°C,1014hPa,06:33:00,18:27:00,11:54:0,2022/02/02
32°,26°,22km/h,26°,0mm,75%,10km,21%,38,25°C,1014hPa,06:33:00,18:27:00,11:54:0,2022/02/03
29°,26°,23km/h,26°,1mm,77%,10km,27%,34,24°C,1014hPa,06:33:00,18:27:00,11:54:0,2022/02/04
32°,26°,21km/h,26°,1mm,78%,10km,31%,38,25°C,1013hPa,06:32:00,18:27:00,11:55:0,2022/02/05
31°,26°,17km/h,26°,5mm,83%,9.625km,66%,37,25°C,1013hPa,06:32:00,18:28:00,11:56:0,2022/02/06
29°,26°,19km/h,26°,1mm,82%,10km,45%,33,24°C,1012hPa,06:32:00,18:28:00,11:56:0,2022/02/07
31°,26°,23km/h,26°,1mm,83%,9.875km,54%,38,26°C,1012hPa,06:32:00,18:28:00,11:56:0,2022/02/08
31°,26°,20km/h,26°,1mm,79%,10km,42%,37,25°C,1012hPa,06:32:00,18:28:00,11:56:0,2022/02/09
31°,25°,20km/h,25°,0mm,82%,10km,30%,36,24°C,1011hPa,06:32:00,18:28:00,11:56:0,2022/02/10
28°,26°,16km/h,26°,1mm,82%,10km,35%,32,24°C,1011hPa,06:32:00,18:28:00,11:56:0,2022/02/11
29°,26°,18km/h,26°,2mm,85%,9.875km,40%,33,24°C,1011hPa,06:32:00,18:28:00,11:56:0,2022/02/12
31°,26°,19km/h,26°,1mm,85%,10km,38%,37,25°C,1012hPa,06:32:00,18:29:00,11:57:0,2022/02/13
29°,26°,18km/h,26°,1mm,84%,10km,54%,33,24°C,1013hPa,06:32:00,18:29:00,11:57:0,2022/02/14
29°,26°,18km/h,26°,5mm,84%,9.875km,53%,32,24°C,1012hPa,06:31:00,18:29:00,11:58:0,2022/02/15
31°,26°,18km/h,26°,4mm,84%,9.625km,59%,37,25°C,1013hPa,06:31:00,18:29:00,11:58:0,2022/02/16
29°,27°,18km/h,27°,1mm,82%,9.75km,51%,33,24°C,1012hPa,06:31:00,18:29:00,11:58:0,2022/02/17
29°,26°,20km/h,26°,5mm,83%,9.5km,67%,33,24°C,1011hPa,06:31:00,18:29:00,11:58:0,2022/02/18
29°,27°,20km/h,27°,4mm,85%,9.375km,67%,33,24°C,1012hPa,06:31:00,18:29:00,11:58:0,2022/02/19
31°,27°,17km/h,27°,5mm,83%,9.75km,52%,38,25°C,1012hPa,06:30:00,18:29:00,11:59:0,2022/02/20
31°,27°,18km/h,27°,1mm,81%,10km,37%,38,25°C,1012hPa,06:30:00,18:29:00,11:59:0,2022/02/21
30°,27°,21km/h,27°,2mm,86%,9.75km,63%,36,26°C,1013hPa,06:30:00,18:29:00,11:59:0,2022/02/22
30°,27°,19km/h,27°,3mm,86%,10km,57%,35,25°C,1013hPa,06:30:00,18:29:00,11:59:0,2022/02/23
31°,26°,17km/h,26°,1mm,85%,9.75km,40%,38,25°C,1012hPa,06:29:00,18:29:00,12:0:0,2022/02/24
29°,26°,17km/h,26°,1mm,86%,9.75km,25%,34,24°C,1012hPa,06:29:00,18:29:00,12:0:0,2022/02/25
29°,27°,22km/h,27°,1mm,87%,9.75km,28%,34,25°C,1012hPa,06:29:00,18:29:00,12:0:0,2022/02/26
29°,26°,17km/h,26°,1mm,88%,9.75km,45%,34,24°C,1012hPa,06:28:00,18:29:00,12:1:0,2022/02/27
31°,26°,19km/h,26°,2mm,87%,9.875km,45%,38,25°C,1012hPa,06:28:00,18:29:00,12:1:0,2022/02/28
40°,18°,5km/h,18°,,99%,8.75km,21%,40,20°C,1013hPa,06:33:00,18:25:00,11:52:0,2022/02/01
39°,19°,4km/h,19°,,99%,7.5km,35%,40,20°C,1015hPa,06:33:00,18:25:00,11:52:0,2022/02/02
39°,20°,5km/h,20°,,99%,7.5km,51%,42,21°C,1014hPa,06:33:00,18:25:00,11:52:0,2022/02/03
40°,20°,5km/h,20°,,99%,7.5km,42%,43,21°C,1014hPa,06:33:00,18:26:00,11:53:0,2022/02/04
39°,20°,5km/h,20°,,99%,7.75km,43%,39,21°C,1013hPa,06:33:00,18:26:00,11:53:0,2022/02/05
38°,21°,5km/h,21°,,100%,7.5km,62%,40,21°C,1013hPa,06:33:00,18:26:00,11:53:0,2022/02/06
38°,21°,6km/h,21°,0mm,99%,7.75km,38%,40,21°C,1012hPa,06:33:00,18:26:00,11:53:0,2022/02/07
40°,21°,6km/h,21°,1mm,99%,7.75km,49%,44,21°C,1012hPa,06:33:00,18:26:00,11:53:0,2022/02/08
39°,21°,7km/h,21°,0mm,99%,7.75km,38%,40,21°C,1013hPa,06:33:00,18:27:00,11:54:0,2022/02/09
41°,20°,5km/h,20°,,99%,7.5km,35%,44,20°C,1012hPa,06:33:00,18:27:00,11:54:0,2022/02/10
38°,21°,5km/h,21°,0mm,99%,7.5km,47%,40,21°C,1011hPa,06:33:00,18:27:00,11:54:0,2022/02/11
36°,20°,7km/h,20°,1mm,99%,7.5km,51%,38,20°C,1011hPa,06:33:00,18:27:00,11:54:0,2022/02/12
37°,21°,8km/h,21°,1mm,95%,7.875km,52%,37,21°C,1013hPa,06:32:00,18:27:00,11:55:0,2022/02/13
36°,21°,8km/h,21°,2mm,99%,8.5km,74%,39,21°C,1013hPa,06:32:00,18:27:00,11:55:0,2022/02/14
37°,21°,6km/h,21°,1mm,99%,7.5km,63%,40,22°C,1013hPa,06:32:00,18:27:00,11:55:0,2022/02/15
36°,22°,7km/h,22°,1mm,99%,6.25km,67%,37,22°C,1014hPa,06:32:00,18:28:00,11:56:0,2022/02/16
36°,22°,11km/h,22°,2mm,100%,7.125km,65%,39,22°C,1012hPa,06:32:00,18:28:00,11:56:0,2022/02/17
36°,22°,12km/h,22°,1mm,100%,7.75km,52%,38,22°C,1012hPa,06:31:00,18:28:00,11:57:0,2022/02/18
37°,23°,8km/h,23°,1mm,95%,8.875km,57%,39,22°C,1012hPa,06:31:00,18:28:00,11:57:0,2022/02/19
34°,22°,12km/h,22°,3mm,100%,7.375km,68%,38,22°C,1012hPa,06:31:00,18:28:00,11:57:0,2022/02/20
38°,22°,6km/h,22°,1mm,99%,8.625km,46%,40,22°C,1012hPa,06:31:00,18:28:00,11:57:0,2022/02/21
41°,22°,6km/h,22°,0mm,99%,8.75km,31%,45,22°C,1013hPa,06:30:00,18:28:00,11:58:0,2022/02/22
35°,23°,15km/h,23°,1mm,98%,7.75km,62%,38,22°C,1013hPa,06:30:00,18:28:00,11:58:0,2022/02/23
35°,22°,9km/h,22°,1mm,99%,7.625km,72%,38,22°C,1013hPa,06:30:00,18:28:00,11:58:0,2022/02/24
39°,22°,7km/h,22°,0mm,99%,7.75km,39%,41,22°C,1013hPa,06:29:00,18:28:00,11:59:0,2022/02/25
37°,22°,9km/h,22°,0mm,99%,8.75km,41%,40,22°C,1012hPa,06:29:00,18:28:00,11:59:0,2022/02/26
36°,22°,10km/h,22°,7mm,98%,8.5km,76%,38,22°C,1012hPa,06:29:00,18:28:00,11:59:0,2022/02/27
39°,21°,8km/h,21°,0mm,100%,7.75km,38%,40,21°C,1012hPa,06:28:00,18:28:00,12:0:0,2022/02/28
35°,24°,21km/h,24°,1mm,85%,10km,26%,40,23°C,1013hPa,06:29:00,18:24:00,11:55:0,2022/02/01
34°,24°,19km/h,24°,0mm,83%,10km,13%,40,23°C,1014hPa,06:29:00,18:24:00,11:55:0,2022/02/02
34°,25°,22km/h,25°,0mm,83%,10km,25%,40,23°C,1014hPa,06:29:00,18:24:00,11:55:0,2022/02/03
34°,25°,21km/h,25°,1mm,84%,10km,36%,41,24°C,1014hPa,06:29:00,18:25:00,11:56:0,2022/02/04
34°,25°,20km/h,25°,1mm,85%,10km,49%,41,24°C,1013hPa,06:29:00,18:25:00,11:56:0,2022/02/05
31°,26°,14km/h,26°,3mm,86%,9.75km,55%,35,23°C,1013hPa,06:29:00,18:25:00,11:56:0,2022/02/06
33°,25°,21km/h,25°,0mm,87%,10km,31%,40,24°C,1012hPa,06:29:00,18:25:00,11:56:0,2022/02/07
33°,25°,22km/h,25°,1mm,87%,10km,34%,40,25°C,1012hPa,06:29:00,18:25:00,11:56:0,2022/02/08
31°,25°,19km/h,25°,1mm,83%,10km,30%,35,23°C,1012hPa,06:29:00,18:25:00,11:56:0,2022/02/09
33°,24°,19km/h,24°,0mm,87%,10km,25%,40,24°C,1011hPa,06:29:00,18:26:00,11:57:0,2022/02/10
